protein,degree,strength,clustering,ego_nodes,ego_edges,local_density,complex_membership_count,protein_in_any_complex
RANBP17,9,3.0446666666659996,0.023086509596730427,10,11,0.24444444444444444,0,0
RANBP2,154,77.23366666666904,0.07528324242523547,155,1924,0.16120653540008378,0,0
RANBP3,45,18.005999999999,0.057349040936524,46,188,0.18164251207729468,0,0
RANBP3L,3,0.6850000000007,0.0,4,3,0.5,0,0
RANBP6,64,15.1336666666523,0.011444074760122989,65,142,0.06826923076923076,0,0
RANBP9,141,69.76766666667271,0.041892048455438584,142,956,0.09549495554889621,7,1
RANGAP1,138,63.17833333333399,0.05543485346121088,139,1273,0.13272859972891252,0,0
RANGRF,19,6.248666666665,0.0,20,19,0.1,0,0
RANP1,2,0.0,0.0,3,2,0.6666666666666666,0,0
RAP1A,81,37.839333333334,0.030703498197769824,82,318,0.0957542908762421,3,1
RAP1B,71,31.013666666667003,0.026264235970936124,72,206,0.08059467918622848,1,1
RAP1BL,4,0.0,0.0,5,5,0.5,0,0
RAP1GAP,17,7.564666666667,0.025546442432360896,18,25,0.16339869281045752,0,0
RAP1GAP2,4,2.5926666666669997,0.6098386816433453,5,10,1.0,0,0
RAP1GDS1,84,32.0356666666633,0.0298857489199291,85,335,0.0938375350140056,0,0
RAP2A,41,18.178666666667993,0.011342907790890977,42,61,0.07084785133565621,0,0
RAP2B,17,7.712666666666,0.03861190377812816,18,28,0.1830065359477124,0,0
RAP2C,22,9.825333333334001,0.0913112753110504,23,65,0.25691699604743085,0,0
RAPGEF1,21,10.801333333333998,0.12195655344728042,22,72,0.3116883116883117,2,1
RAPGEF2,63,23.606666666662303,0.018625201291201328,64,170,0.08432539682539683,0,0
RAPGEF3,10,4.8660000000000005,0.05564497536165717,11,15,0.2727272727272727,0,0
RAPGEF4,13,4.328333333331001,0.011063100889926649,14,15,0.16483516483516483,0,0
RAPGEF5,32,10.883333333332999,0.006747484851261317,33,50,0.0946969696969697,0,0
RAPGEF6,25,11.523000000001,0.05876982849687252,26,69,0.2123076923076923,0,0
RAPGEFL1,3,0.8286666666670001,0.08840579953859679,4,4,0.6666666666666666,0,0
RAPH1,19,9.550333333334999,0.10479989042503687,20,62,0.3263157894736842,0,0
RAPSN,7,2.856000000001,0.049531668616537,8,9,0.32142857142857145,0,0
RARA,115,67.056,0.057367710410171115,116,736,0.1103448275862069,1,1
RARB,23,12.499000000000002,0.07397971370080952,24,55,0.19927536231884058,0,0
RARG,37,18.818333333332,0.04312374464466991,38,82,0.1166429587482219,0,0
RARRES3,13,0.0,0.0,14,26,0.2857142857142857,0,0
RARS,163,66.03100000000198,0.05422325501665955,164,1746,0.13062995660631452,2,1
RARS2,21,8.164999999998999,0.00923945183779819,22,27,0.11688311688311688,0,0
RASA1,55,26.751666666668,0.08378751347527075,56,291,0.18896103896103897,4,1
RASA2,4,1.242666666667,0.05144115387085842,5,5,0.5,0,0
RASA3,12,3.5906666666660008,0.04298917396313007,13,21,0.2692307692307692,0,0
RASA4,2,0.497333333334,0.0,3,2,0.6666666666666666,0,0
RASA4B,1,0.0,0.0,2,1,1.0,0,0
RASAL1,4,1.3393333333339998,0.05348317274531649,5,5,0.5,0,0
RASAL2,65,37.322333333331,0.2335941096247872,66,1191,0.5552447552447553,1,1
RASAL3,2,0.644333333334,0.40854228321172387,3,3,1.0,0,0
RASD1,10,4.327666666666,0.04283191522568583,11,14,0.2545454545454545,0,0
RASD2,12,6.500333333334,0.0784895434619759,13,21,0.2692307692307692,0,0
RASEF,4,1.600333333333,0.06641689104526995,5,5,0.5,0,0
RASGEF1A,1,0.512333333333,0.0,2,1,1.0,0,0
RASGEF1B,4,0.2726666666666,0.027134100410356254,5,6,0.6,0,0
RASGEF1C,6,0.0,0.0,7,10,0.47619047619047616,0,0
RASGRF1,11,3.719333333332,0.07712294038895702,12,22,0.3333333333333333,0,0
RASGRF2,4,1.454333333333,0.0,5,4,0.4,0,0
RASGRP1,4,1.6196666666669999,0.16530410210691293,5,6,0.6,1,1
RASGRP2,3,0.9223333333329999,0.0,4,3,0.5,0,0
RASGRP3,11,4.664,0.03512792951884054,12,15,0.22727272727272727,0,0
RASGRP4,4,1.445666666667,0.0,5,4,0.4,0,0
RASIP1,13,4.994333333335,0.02257066354137197,14,17,0.18681318681318682,0,0
RASL10A,5,0.9580000000003001,0.035637301674412314,6,7,0.4666666666666667,0,0
RASL10B,27,1.0220000000000002,0.007819605632517334,28,58,0.15343915343915343,0,0
RASL11A,1,0.472666666667,0.0,2,1,1.0,0,0
RASL11B,8,0.0,0.0,9,11,0.3055555555555556,0,0
RASL12,4,0.0,0.0,5,5,0.5,0,0
RASSF1,88,41.517333333333006,0.07779114743194027,89,666,0.17007150153217568,0,0
RASSF10,38,2.3840000000002997,0.006053119816867557,39,80,0.10796221322537113,0,0
RASSF2,30,14.981333333333003,0.0632951902595312,31,92,0.1978494623655914,0,0
RASSF3,22,9.701000000000999,0.15304680087780717,23,98,0.38735177865612647,0,0
RASSF4,3,0.9999999999990001,0.1542598342057694,4,4,0.6666666666666666,0,0
RASSF5,40,13.044333333321,0.02760516456455664,41,95,0.11585365853658537,0,0
RASSF6,9,2.999999999997,0.04787482044227552,10,13,0.28888888888888886,0,0
RASSF7,33,15.968333333333998,0.05178184564108614,34,94,0.16755793226381463,0,0
RASSF8,47,0.0,0.0,48,143,0.12677304964539007,0,0
RASSF9,37,18.735666666665,0.050241474628127954,38,102,0.14509246088193456,0,0
RAVER1,64,10.795999999984195,0.03029797255301624,65,296,0.1423076923076923,0,0
RAVER2,4,0.577999999999,0.0,5,4,0.4,0,0
RAX,1,0.315666666667,0.0,2,1,1.0,0,0
RB1,239,136.33800000000303,0.042186463948764394,240,2266,0.07900976290097629,11,1
RB1CC1,87,45.64133333333201,0.024538242411976628,88,245,0.06400208986415883,4,1
RBAK,11,3.7060000000009996,0.0411030505965652,12,18,0.2727272727272727,0,0
RBAK-RBAKDN,1,0.0,0.0,2,1,1.0,0,0
RBBP4,234,121.12766666666629,0.05830138334051692,235,3259,0.11853064193489725,40,1
RBBP4P1,1,0.0,0.0,2,1,1.0,0,0
RBBP5,96,53.73866666666798,0.0819873862692508,97,771,0.16559278350515463,0,0
RBBP6,90,43.23933333333201,0.039562477137830114,91,419,0.10231990231990232,0,0
RBBP7,201,124.18599999999694,0.06044489285587105,202,2264,0.11152159992118615,28,1
RBBP8,67,37.238333333335994,0.040391148491544196,68,230,0.1009657594381036,9,1
RBBP8NL,1,0.108333333333,0.0,2,1,1.0,0,0
RBBP9,4,2.666666666668,0.12183840414969416,5,5,0.5,0,0
RBCK1,81,44.239666666665016,0.06858654173436866,82,474,0.14272809394760613,2,1
RBFA,19,8.078,0.019232789555043532,20,29,0.15263157894736842,0,0
RBFOX1,53,22.546999999998302,0.03661039306028636,54,173,0.12089447938504543,0,0
RBFOX2,164,82.18633333333065,0.03944318816150812,165,1214,0.08972653362897265,0,0
RBFOX3,8,0.0,0.0,9,8,0.2222222222222222,0,0
RBKS,7,3.5919999999999996,0.023617970167619705,8,8,0.2857142857142857,0,0
RBL1,75,44.5366666666663,0.06837755461248289,76,398,0.13964912280701755,9,1
RBL2,63,34.211333333329996,0.07887996387088482,64,322,0.1597222222222222,10,1
RBM10,126,60.256000000006004,0.06449449823839629,127,1149,0.14360704911886013,0,0
RBM11,18,8.953999999997999,0.030404122507765207,19,29,0.1695906432748538,0,0
RBM12,42,17.754666666669298,0.03803133660079871,43,109,0.12070874861572536,0,0
RBM12B,33,7.755333333334996,0.04944413389270946,34,123,0.2192513368983957,0,0
RBM14,240,120.50433333332893,0.05811727297209998,241,3392,0.11728907330567082,1,1
RBM14-RBM4,32,0.0,0.0,33,51,0.09659090909090909,0,0
RBM15,56,29.490333333333005,0.08333925317241662,57,309,0.19360902255639098,1,1
RBM15B,38,19.872666666667005,0.06023233594594194,39,132,0.17813765182186234,0,0
RBM17,86,53.89333333332901,0.08187369232690428,87,553,0.14782143811815024,2,1
RBM18,12,0.0,0.0,13,14,0.1794871794871795,0,0
RBM19,50,26.158000000004,0.1443425444516165,51,383,0.3003921568627451,0,0
RBM20,4,1.2850000000000001,0.0,5,4,0.4,0,0
RBM22,50,26.029333333328598,0.08614471438833957,51,231,0.1811764705882353,2,1
RBM23,50,20.210666666666004,0.03129134148345631,51,139,0.10901960784313726,0,0
RBM24,26,10.3533333333337,0.003141333964828927,27,28,0.07977207977207977,0,0
RBM25,94,53.094666666663294,0.09615887570744514,95,826,0.18499440089585667,1,1
RBM26,54,15.983999999998371,0.02504876900910433,55,173,0.1164983164983165,0,0
RBM27,49,8.875666666657999,0.027774409134105355,50,188,0.15346938775510205,0,0
RBM28,96,45.490333333346285,0.12768518840616214,97,1312,0.281786941580756,1,1
RBM3,102,52.960666666666015,0.07133953662615186,103,790,0.1503902531886541,0,0
RBM33,32,4.891999999991999,0.026390363393314877,33,85,0.16098484848484848,0,0
RBM34,152,66.53499999999852,0.10532943044303074,153,2837,0.24398004815961472,0,0
RBM38,10,3.6046666666663,0.07300183042355707,11,18,0.32727272727272727,0,0
RBM39,183,108.43666666666104,0.1027565492872702,184,3083,0.18311950582086006,1,1
RBM4,231,123.1116666666635,0.04625457043492454,232,2491,0.09296163606508434,0,0
RBM41,19,5.999999999994,0.024563199188395276,20,32,0.16842105263157894,0,0
RBM42,71,17.848666666657202,0.03907568405803519,72,356,0.13928012519561817,0,0
RBM43,1,0.0,0.0,2,1,1.0,0,0
RBM45,44,20.556999999998,0.040335067735419616,45,116,0.11717171717171718,0,0
RBM46,3,0.0,0.0,4,4,0.6666666666666666,0,0
RBM47,12,2.344333333333,0.039108896820882394,13,21,0.2692307692307692,0,0
RBM48,50,10.003666666658303,0.006448389069040578,51,80,0.06274509803921569,0,0
RBM4B,70,33.95266666666689,0.05161776566968559,71,326,0.1311871227364185,0,0
RBM5,58,33.8029999999957,0.08713719656075299,59,296,0.17299824663939217,0,0
RBM6,30,9.2246666666687,0.053430541110781105,31,90,0.1935483870967742,0,0
RBM7,59,28.52133333333101,0.07533756100115106,60,326,0.18418079096045198,1,1
RBM8A,118,68.38799999999704,0.05986141141977468,119,833,0.11864406779661017,12,1
RBMS1,54,25.4286666666653,0.057793290686703816,55,227,0.15286195286195287,0,0
RBMS2,36,13.515666666667702,0.06681417136889921,37,127,0.1906906906906907,0,0
RBMS3,10,3.32,0.10988272938992798,11,28,0.509090909090909,0,0
RBMX,171,94.25433333333297,0.09754674666427961,172,2631,0.17890656874745,2,1
RBMX2,21,11.826999999998,0.10554271126518258,22,65,0.2813852813852814,0,0
RBMXL1,24,0.0,0.0,25,93,0.31,0,0
RBMXL2,21,0.0,0.0,22,63,0.2727272727272727,0,0
RBMXL3,4,0.0,0.0,5,4,0.4,0,0
RBMY1A1,17,6.1006666666663,0.06045446922229729,18,35,0.22875816993464052,0,0
RBMY1C,1,0.660666666667,0.0,2,1,1.0,0,0
RBMY1D,1,0.0,0.0,2,1,1.0,0,0
RBMY1F,17,6.749333333332,0.0658689067959301,18,36,0.23529411764705882,0,0
RBMY2BP,1,0.0,0.0,2,1,1.0,0,0
RBMY2FP,1,0.0,0.0,2,1,1.0,0,0
RBP1,12,4.185666666667,0.061553641415969584,13,22,0.28205128205128205,0,0
RBP2,2,0.600666666666,0.3728525486201066,3,3,1.0,0,0
RBP3,1,0.270333333333,0.0,2,1,1.0,0,0
RBP4,13,5.177,0.013225664456545428,14,15,0.16483516483516483,1,1
RBP5,4,1.451666666667,0.0,5,4,0.4,0,0
RBP7,6,1.999999999998,0.046992872664268166,7,8,0.38095238095238093,0,0
RBPJ,130,71.60699999999902,0.029444205363661845,131,564,0.06623605402231357,11,1
RBPJL,2,0.6970000000000001,0.0,3,2,0.6666666666666666,0,0
RBPJP3,1,0.0,0.0,2,1,1.0,0,0
RBPMS,221,93.37766666666396,0.007922937140778236,222,715,0.029146793852676205,0,0
RBPMS2,7,4.047000000000001,0.1089754527467909,8,11,0.39285714285714285,0,0
RBSN,23,11.818999999999997,0.02443695661233472,24,34,0.12318840579710146,0,0
RBX1,185,103.41799999999999,0.04521724509168093,186,1551,0.0901482127288579,45,1
RC3H1,596,253.92333333333133,0.030448087464871557,597,11539,0.06486009465672883,1,1
RC3H2,603,258.55133333332685,0.028834955039256073,604,11333,0.06223298518445301,0,0
RCAN1,26,11.808333333332003,0.06696901495477324,27,71,0.2022792022792023,1,1
RCAN2,22,2.2770000000000006,0.00742704511591,23,34,0.13438735177865613,0,0
RCAN3,14,3.274666666666701,0.020717727139519807,15,23,0.21904761904761905,0,0
RCBTB1,14,3.2836666666639998,0.09232190712370002,15,39,0.37142857142857144,0,0
RCBTB2,18,3.5449999999983,0.013793668922639309,19,29,0.1695906432748538,0,0
RCC1,107,51.67999999999729,0.05731670171200468,108,748,0.1294565593631014,0,0
RCC2,63,29.164666666665997,0.07945362968503158,64,394,0.19543650793650794,0,0
RCCD1,20,3.4046666666660004,0.005913446833592086,21,25,0.11904761904761904,1,1
RCE1,5,1.7680000000010003,0.07978231217500704,6,7,0.4666666666666667,0,0
RCHY1,85,40.583000000000595,0.02335052144362746,86,244,0.0667578659370725,0,0
RCL1,29,10.422666666666002,0.12031829525258135,30,147,0.33793103448275863,0,0
RCN1,109,54.7126666666617,0.032373102977784785,110,548,0.09140950792326939,0,0
RCN2,71,32.44800000000001,0.04337171555149511,72,331,0.12949921752738655,0,0
RCN3,10,4.390000000000001,0.0,11,10,0.18181818181818182,0,0
RCOR1,100,50.684333333328986,0.08170217562049914,101,976,0.19326732673267327,16,1
RCOR2,8,1.9089999999990002,0.10791663531013178,9,18,0.5,0,0
RCOR3,63,14.8693333333257,0.0288900332278269,64,257,0.12748015873015872,2,1
RCSD1,6,2.705333333333,0.12174073684740136,7,9,0.42857142857142855,0,0
RCVRN,14,2.9949999999997,0.01729726743602961,15,18,0.17142857142857143,0,0
RD3,12,3.0689999999977,0.02313139082118976,13,16,0.20512820512820512,0,0
RDH10,5,1.3329999999989999,0.07411581461336292,6,7,0.4666666666666667,0,0
RDH11,31,11.329333333334299,0.03311280933283918,32,73,0.14717741935483872,0,0
RDH12,24,7.332666666665999,0.00761251837919324,25,30,0.1,0,0
RDH13,35,10.016666666667097,0.022235250732732456,36,67,0.10634920634920635,0,0
RDH14,10,2.181333333333,0.009576617861591691,11,12,0.21818181818181817,0,0
RDH16,1,0.287,0.0,2,1,1.0,0,0
RDH5,8,2.462333333333,0.010924567352035175,9,9,0.25,0,0
RDM1,3,1.4489999999990002,0.0,4,3,0.5,0,0
RDX,79,36.498000000000985,0.062823385205268,80,513,0.16234177215189874,0,0
REC8,4,1.632,0.11944244265364083,5,6,0.6,0,0
RECK,17,6.310666666666999,0.0049070058519185555,18,20,0.13071895424836602,0,0
RECQL,38,20.9936666666663,0.08883130440112438,39,145,0.19568151147098514,0,0
RECQL4,1358,508.52333333331285,0.015660638025766387,1359,34351,0.03722632404273696,0,0
RECQL5,54,25.483000000001297,0.0789601056255821,55,279,0.18787878787878787,0,0
REEP1,11,4.878333333332,0.06304549792742409,12,18,0.2727272727272727,4,1
REEP2,6,1.546666666666,0.04590818953456937,7,8,0.38095238095238093,0,0
REEP3,14,0.621,0.012978501999075222,15,40,0.38095238095238093,0,0
REEP4,25,9.85,0.02452964280105605,26,43,0.13230769230769232,0,0
REEP5,77,27.481666666667998,0.011741083197091298,78,179,0.05960705960705961,1,1
REEP6,33,14.6819999999983,0.019276158914498426,34,52,0.09269162210338681,0,0
REG1A,3,0.9473333333330001,0.0,4,3,0.5,0,0
REG1B,3,0.7236666666660001,0.0,4,3,0.5,0,0
REG3A,6,2.886666666666,0.09865165816991209,7,9,0.42857142857142855,0,0
REG4,6,1.685333333334,0.02003821682203351,7,7,0.3333333333333333,0,0
REL,239,109.43333333332708,0.008598713035805079,240,763,0.026603905160390517,11,1
RELA,327,182.32733333333232,0.036137900501374935,328,3554,0.06627135078690237,21,1
RELB,61,32.245333333329,0.07829626811697465,62,311,0.1644632469592808,5,1
RELL1,22,10.302666666666001,0.02424219295272856,23,42,0.16600790513833993,0,0
RELL2,18,5.6679999999985995,0.012745952114178028,19,22,0.1286549707602339,0,0
RELN,6,2.7253333333330003,0.1238844899172646,7,10,0.47619047619047616,0,0
RELT,18,9.5406666666663,0.018600146288448156,19,23,0.13450292397660818,0,0
REM1,7,0.0,0.0,8,13,0.4642857142857143,0,0
REM2,1,0.0,0.0,2,1,1.0,0,0
REN,6,1.8086666666659998,0.040982378984992913,7,7,0.3333333333333333,0,0
RENBP,2,0.562,0.0,3,2,0.6666666666666666,0,0
REP15,1,0.607333333333,0.0,2,1,1.0,0,0
REPIN1,39,14.422000000001002,0.03922774509533091,40,99,0.12692307692307692,0,0
REPS1,38,20.929666666668705,0.08748273663630593,39,154,0.2078272604588394,0,0
REPS2,17,11.943666666668001,0.130089216194327,18,46,0.3006535947712418,0,0
RER1,38,11.596333333331698,0.027874036118756496,39,115,0.15519568151147098,0,0
RERE,32,14.082333333331002,0.07974615825197506,33,121,0.22916666666666666,0,0
RERG,2,0.952333333334,0.0,3,2,0.6666666666666666,0,0
REST,247,118.29833333333433,0.07141070460196519,248,4486,0.14646728483740368,1,1
RET,53,29.314333333336,0.08067403291548747,54,237,0.16561844863731656,2,1
RETN,6,1.683,0.0429667242939084,7,8,0.38095238095238093,0,0
RETNLB,1,0.706666666667,0.0,2,1,1.0,0,0
RETSAT,26,6.154000000002,0.0016623680441379773,27,28,0.07977207977207977,0,0
REV1,26,15.791000000001299,0.13726383921268828,27,99,0.28205128205128205,1,1
REV3L,30,14.219333333331996,0.006888841176299945,31,40,0.08602150537634409,1,1
REXO1,5,0.664999999999,0.0,6,5,0.3333333333333333,0,0
REXO1L6P,4,0.0,0.0,5,4,0.4,0,0
REXO2,14,5.184000000000001,0.027029042271949428,15,20,0.19047619047619047,0,0
REXO4,45,21.292999999999005,0.14939477855034247,46,370,0.357487922705314,0,0
RFC1,92,47.76366666666599,0.10990258923140739,93,976,0.2281439925198691,12,1
RFC2,75,43.17500000000299,0.1305590929841284,76,706,0.24771929824561403,18,1
RFC3,70,38.728999999998,0.15039850571407823,71,701,0.28209255533199196,12,1
RFC4,109,55.56299999999929,0.09284585849725513,110,1216,0.20283569641367807,16,1
RFC5,87,48.36533333333301,0.1023940655066738,88,753,0.19670846394984326,12,1
RFESD,1,0.333333333333,0.0,2,1,1.0,0,0
RFFL,26,14.636666666664,0.08721772325048918,27,73,0.20797720797720798,0,0
RFK,8,4.208666666665,0.08860714441133526,9,13,0.3611111111111111,0,0
RFPL1,1,0.0,0.0,2,1,1.0,0,0
RFPL2,15,0.0,0.0,16,20,0.16666666666666666,0,0
RFPL3,8,1.825666666665,0.014532208278345555,9,9,0.25,0,0
RFPL4A,2,0.0,0.0,3,3,1.0,0,0
RFPL4B,44,0.0,0.0,45,60,0.06060606060606061,0,0
RFT1,20,0.0,0.0,21,25,0.11904761904761904,0,0
RFTN1,13,4.677333333333,0.01518430539982253,14,16,0.17582417582417584,0,0
RFTN2,7,0.0,0.0,8,7,0.25,0,0
RFWD2,93,0.0,0.0,94,655,0.14985129261038663,1,1
RFWD3,53,26.606000000002005,0.07028857790056656,54,234,0.16352201257861634,0,0
RFX1,30,15.448000000000997,0.06336519939372691,31,81,0.17419354838709677,0,0
RFX2,9,5.339333333333,0.0,10,9,0.2,0,0
RFX3,37,17.620666666665002,0.0424249270769518,38,102,0.14509246088193456,0,0
RFX4,3,1.483666666667,0.0,4,3,0.5,0,0
RFX5,28,9.5609999999997,0.04392809689758212,29,72,0.17733990147783252,1,1
RFX6,27,13.147999999997003,0.02723559646862001,28,54,0.14285714285714285,0,0
RFX7,6,0.8189999999999,0.027466256469204402,7,8,0.38095238095238093,0,0
RFXANK,37,10.290333333334699,0.026514554756727805,38,88,0.1251778093883357,1,1
RFXAP,10,2.900333333332,0.06304129307681014,11,19,0.34545454545454546,1,1
RGAG1,9,0.0,0.0,10,14,0.3111111111111111,0,0
RGCC,10,4.744999999999,0.05211983648076484,11,14,0.2545454545454545,0,0
RGL1,4,1.295,0.0,5,5,0.5,0,0
RGL2,14,7.5519999999989995,0.0632106735256501,15,23,0.21904761904761905,0,0
RGL4,7,0.0,0.0,8,10,0.35714285714285715,0,0
RGMA,15,6.311999999999001,0.0,16,15,0.125,0,0
RGMB,7,3.3919999999999995,0.24047356447457113,8,17,0.6071428571428571,0,0
RGN,7,2.235666666666,0.07504733194475198,8,11,0.39285714285714285,0,0
RGP1,6,2.154666666666,0.0,7,7,0.3333333333333333,1,1
RGPD1,6,0.0,0.0,7,7,0.3333333333333333,0,0
RGPD2,8,0.0,0.0,9,16,0.4444444444444444,0,0
RGPD3,12,0.0,0.0,13,18,0.23076923076923078,0,0
RGPD4,4,0.0,0.0,5,6,0.6,0,0
RGPD5,39,0.0,0.0,40,85,0.10897435897435898,0,0
RGPD6,4,0.0,0.0,5,4,0.4,0,0
RGPD8,22,8.532999999999,0.04576689085241204,23,43,0.16996047430830039,0,0
RGR,1,0.0,0.0,2,1,1.0,0,0
RGS1,8,3.0130000000000003,0.028286839467370397,9,10,0.2777777777777778,0,0
RGS10,8,4.062666666667,0.08018477081553413,9,12,0.3333333333333333,0,0
RGS11,4,2.0003333333330002,0.0,5,4,0.4,0,0
RGS12,9,3.6430000000000002,0.10578073824524216,10,19,0.4222222222222222,0,0
RGS13,9,3.493333333335,0.01288093977089625,10,10,0.2222222222222222,0,0
RGS14,16,8.712666666666,0.030187224442801718,17,22,0.16176470588235295,0,0
RGS16,14,7.338000000001,0.08953523442591294,15,28,0.26666666666666666,0,0
RGS17,18,8.398666666667001,0.01874028378720803,19,24,0.14035087719298245,0,0
RGS18,6,5.227333333334,0.18216814166420098,7,9,0.42857142857142855,0,0
RGS19,14,7.846333333334001,0.1047916989442433,15,30,0.2857142857142857,1,1
RGS2,68,31.567000000003006,0.013223482501902578,69,134,0.05711849957374254,0,0
RGS20,81,32.3209999999966,0.010802770027123198,82,161,0.04847937368262571,2,1
RGS22,1,0.498333333333,0.0,2,1,1.0,0,0
RGS3,46,18.9346666666659,0.012084453828793725,47,80,0.07400555041628122,0,0
RGS4,10,5.227333333333,0.07411258644750279,11,16,0.2909090909090909,0,0
RGS5,7,3.138999999999,0.1969623467371706,8,15,0.5357142857142857,0,0
RGS6,10,5.302666666668,0.009587567193116075,11,11,0.2,1,1
RGS7,8,4.466333333333001,0.019863453216320163,9,9,0.25,0,0
RGS7BP,3,0.0,0.0,4,5,0.8333333333333334,0,0
RGS8,5,2.232333333333,0.04711829958878558,6,6,0.4,0,0
RGS9,7,1.9793333333329999,0.0,8,10,0.35714285714285715,0,0
RGS9BP,1,0.0,0.0,2,1,1.0,0,0
RGSL1,2,0.0,0.0,3,2,0.6666666666666666,0,0
RHAG,2,0.835333333333,0.0,3,2,0.6666666666666666,0,0
RHBDD1,17,3.993,0.01866459717160781,18,25,0.16339869281045752,0,0
RHBDD2,12,2.2913333333329997,0.015320815758921592,13,16,0.20512820512820512,0,0
RHBDD3,17,0.0,0.0,18,22,0.1437908496732026,0,0
RHBDF1,7,3.5140000000000002,0.026188472509853105,8,9,0.32142857142857145,0,0
RHBDF2,11,5.369666666666001,0.032613057904805745,12,14,0.21212121212121213,0,0
RHBDL1,5,1.6179999999999999,0.0,6,5,0.3333333333333333,0,0
RHBDL2,2,0.735666666666,0.0,3,2,0.6666666666666666,0,0
RHBDL3,4,0.0,0.0,5,5,0.5,0,0
RHBG,1,0.390666666667,0.0,2,1,1.0,1,1
RHCG,1,0.438666666667,0.0,2,1,1.0,0,0
RHD,1,0.0,0.0,2,1,1.0,0,0
RHEB,47,19.161999999998,0.0200185301415433,48,95,0.08421985815602837,0,0
RHEBL1,6,3.535666666666,0.11888651715787582,7,9,0.42857142857142855,0,0
RHNO1,15,10.360999999999999,0.1412713309546829,16,35,0.2916666666666667,2,1
RHO,10,4.291999999999,0.05040587680582265,11,16,0.2909090909090909,0,0
RHOA,175,79.72033333333701,0.0165567120006397,176,758,0.04922077922077922,5,1
RHOB,19,8.805999999999,0.04590675257493069,20,36,0.18947368421052632,0,0
RHOBTB1,19,3.7786666666678,0.05922620980927195,20,45,0.23684210526315788,0,0
RHOBTB2,23,14.064333333333,0.09671814174836253,24,68,0.2463768115942029,0,0
RHOBTB3,33,12.659999999999002,0.025394974110334107,34,63,0.11229946524064172,0,0
RHOC,33,18.959,0.05916086131466748,34,88,0.1568627450980392,0,0
RHOD,17,4.687666666665001,0.0180956165010497,18,24,0.1568627450980392,2,1
RHOF,14,4.337,0.08086849233769773,15,35,0.3333333333333333,0,0
RHOG,22,11.469333333335,0.06226689315872835,23,51,0.2015810276679842,0,0
RHOH,5,3.157666666667,0.0,6,5,0.3333333333333333,0,0
RHOJ,20,8.758666666665999,0.022459200888892437,21,27,0.12857142857142856,0,0
RHOQ,13,6.740000000001,0.03574063684373311,14,18,0.1978021978021978,0,0
RHOT1,18,10.004999999999999,0.06198664449970466,19,36,0.21052631578947367,1,1
RHOT2,55,29.860333333332996,0.06862692142440546,56,265,0.17207792207792208,2,1
RHOU,127,51.50099999999802,0.000779178514365333,128,142,0.017470472440944882,0,0
RHOV,1,0.674,0.0,2,1,1.0,0,0
RHOXF1,2,1.218333333333,0.0,3,2,0.6666666666666666,0,0
RHOXF2,60,16.5536666666669,0.025465609866891288,61,200,0.1092896174863388,0,0
RHPN1,39,21.385000000004993,0.00955640992056115,40,53,0.06794871794871794,0,0
RHPN1-AS1,1,0.333333333333,0.0,2,1,1.0,0,0
RHPN2,10,2.623333333331,0.03174116170800721,11,14,0.2545454545454545,0,0
RIBC1,23,7.333333333326,0.08122414613769781,24,78,0.2826086956521739,0,0
RIBC2,26,12.891333333335002,0.007929983260091276,27,39,0.1111111111111111,0,0
RIC1,10,3.2319999999999998,0.03654575075821606,11,21,0.38181818181818183,0,0
RIC3,35,0.0,0.0,36,71,0.1126984126984127,0,0
RIC8A,46,21.746333333335002,0.04952869688309578,47,150,0.13876040703052728,0,0
RIC8B,22,11.333666666666,0.03451020610534923,23,37,0.14624505928853754,0,0
RICTOR,137,64.95000000000498,0.05935953383723414,138,1305,0.13805141225007933,2,1
RIF1,71,41.286333333329694,0.060560452437719195,72,337,0.13184663536776212,0,0
RILP,12,6.738333333333001,0.12684700797400442,13,25,0.32051282051282054,0,0
RILPL1,2,0.478666666667,0.0,3,2,0.6666666666666666,0,0
RILPL2,5,2.0113333333330004,0.15358267625034555,6,9,0.6,0,0
RIMBP2,2,0.1386666666666,0.0,3,2,0.6666666666666666,0,0
RIMBP3,19,5.825666666661,0.006342405925096205,20,26,0.1368421052631579,1,1
RIMBP3C,1,0.452333333333,0.0,2,1,1.0,0,0
RIMKLA,3,0.887333333334,0.0,4,3,0.5,0,0
RIMKLB,4,1.37,0.13377902657921648,5,6,0.6,0,0
RIMS1,11,5.6883333333329995,0.02199450169418834,12,14,0.21212121212121213,0,0
RIMS2,4,1.795666666666,0.0,5,4,0.4,0,0
RIMS3,3,1.005,0.0,4,3,0.5,0,0
RIMS4,5,1.629333333333,0.04597876188250677,6,7,0.4666666666666667,0,0
RIN1,35,17.543666666663,0.0549085152755149,36,102,0.1619047619047619,3,1
RIN2,11,3.7970000000010002,0.07528727337336527,12,25,0.3787878787878788,0,0
RIN3,41,15.488333333335301,0.008002289881711226,42,58,0.06736353077816493,0,0
RING1,88,60.60700000000201,0.11229439425281157,89,722,0.1843718079673136,8,1
RINT1,93,45.579666666663016,0.020706200160306915,94,263,0.06016929764355983,2,1
RIOK1,472,270.37966666665517,0.05279241127377835,473,10612,0.09506575411187157,0,0
RIOK2,34,20.074999999998997,0.10812346853141233,35,139,0.23361344537815126,0,0
RIOK3,27,11.105666666667002,0.04945018842360055,28,69,0.18253968253968253,0,0
